['ERROR]2023-05-15 13:17:15,309(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.Loggerload1)-Error - You can not divide a number by zero
['INFO ]2023-05-22 11:32:04,374(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User will be navigated to LinkedList page
['INFO ]2023-05-22 11:32:04,915(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User click to select topics covered on Link List page
['INFO ]2023-05-22 11:32:05,187(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the  Linked List of selected topic page
['INFO ]2023-05-22 11:32:05,192(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:32:06,672(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for LinkedList topic and click Run button
['INFO ]2023-05-22 11:32:06,693(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with the Run output for valid Python code and Message for for LinkedList Page
['INFO ]2023-05-22 11:32:06,847(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for LinkedList topic and click Run button
['WARN ]2023-05-22 11:32:06,865(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for LinkedList Page
['INFO ]2023-05-22 11:32:06,884(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to LinkedList page of selected topic
['INFO ]2023-05-22 11:32:07,234(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User click to select topics covered on Link List page
['INFO ]2023-05-22 11:32:07,518(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the  Linked List of selected topic page
['INFO ]2023-05-22 11:32:07,523(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:32:08,995(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for LinkedList topic and click Run button
['INFO ]2023-05-22 11:32:09,011(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with the Run output for valid Python code and Message for for LinkedList Page
['INFO ]2023-05-22 11:32:09,180(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for LinkedList topic and click Run button
['WARN ]2023-05-22 11:32:09,197(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for LinkedList Page
['INFO ]2023-05-22 11:32:09,216(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to LinkedList page of selected topic
['INFO ]2023-05-22 11:32:09,756(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User click to select topics covered on Link List page
['INFO ]2023-05-22 11:32:10,026(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the  Linked List of selected topic page
['INFO ]2023-05-22 11:32:10,033(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:32:11,493(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for LinkedList topic and click Run button
['INFO ]2023-05-22 11:32:11,508(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with the Run output for valid Python code and Message for for LinkedList Page
['INFO ]2023-05-22 11:32:11,654(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for LinkedList topic and click Run button
['WARN ]2023-05-22 11:32:11,677(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for LinkedList Page
['INFO ]2023-05-22 11:32:11,702(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to LinkedList page of selected topic
['INFO ]2023-05-22 11:32:12,099(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User click to select topics covered on Link List page
['INFO ]2023-05-22 11:32:12,369(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the  Linked List of selected topic page
['INFO ]2023-05-22 11:32:12,375(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:32:13,891(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for LinkedList topic and click Run button
['INFO ]2023-05-22 11:32:13,905(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with the Run output for valid Python code and Message for for LinkedList Page
['INFO ]2023-05-22 11:32:14,042(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for LinkedList topic and click Run button
['WARN ]2023-05-22 11:32:14,061(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for LinkedList Page
['INFO ]2023-05-22 11:32:14,081(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to LinkedList page of selected topic
['INFO ]2023-05-22 11:32:14,586(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User click to select topics covered on Link List page
['INFO ]2023-05-22 11:32:14,882(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the  Linked List of selected topic page
['INFO ]2023-05-22 11:32:14,896(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:32:16,390(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for LinkedList topic and click Run button
['INFO ]2023-05-22 11:32:16,405(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with the Run output for valid Python code and Message for for LinkedList Page
['INFO ]2023-05-22 11:32:16,547(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for LinkedList topic and click Run button
['WARN ]2023-05-22 11:32:16,565(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for LinkedList Page
['INFO ]2023-05-22 11:32:16,588(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to LinkedList page of selected topic
['INFO ]2023-05-22 11:32:17,076(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User click to select topics covered on Link List page
['INFO ]2023-05-22 11:32:17,322(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the  Linked List of selected topic page
['INFO ]2023-05-22 11:32:17,328(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:32:18,803(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for LinkedList topic and click Run button
['INFO ]2023-05-22 11:32:18,817(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with the Run output for valid Python code and Message for for LinkedList Page
['INFO ]2023-05-22 11:32:18,935(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for LinkedList topic and click Run button
['WARN ]2023-05-22 11:32:18,953(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for LinkedList Page
['INFO ]2023-05-22 11:32:18,972(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to LinkedList page of selected topic
['INFO ]2023-05-22 11:32:19,375(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User click to select topics covered on Link List page
['INFO ]2023-05-22 11:32:19,652(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the  Linked List of selected topic page
['INFO ]2023-05-22 11:32:19,657(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:32:21,118(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for LinkedList topic and click Run button
['INFO ]2023-05-22 11:32:21,135(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with the Run output for valid Python code and Message for for LinkedList Page
['INFO ]2023-05-22 11:32:21,276(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for LinkedList topic and click Run button
['WARN ]2023-05-22 11:32:21,293(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for LinkedList Page
['INFO ]2023-05-22 11:32:21,315(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to LinkedList page of selected topic
['INFO ]2023-05-22 11:32:21,494(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Practice Questions Page on LinkedList Page
['INFO ]2023-05-22 11:32:21,501(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected to a Practice Questions Page of selected LinkedList Topic Page
['INFO ]2023-05-22 11:32:21,529(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The User is on practice page of LinkedList
['INFO ]2023-05-22 11:32:23,331(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-the user select_from_homepage_drop_down_menu
['INFO ]2023-05-22 11:32:25,049(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User will be navigated to Stack page
['INFO ]2023-05-22 11:32:25,446(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user_click_to_select_topics_covered_on_stack_page
['INFO ]2023-05-22 11:32:25,690(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the  Stack of selected topic page
['INFO ]2023-05-22 11:32:25,698(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:32:27,045(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for stack topic and click run button
['INFO ]2023-05-22 11:32:27,064(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with the Run output for valid Python code and Message for for Stack Page
['ERROR]2023-05-22 11:32:27,717(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for stack topic and click run button
['WARN ]2023-05-22 11:32:27,738(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for Stack Page
['INFO ]2023-05-22 11:32:27,778(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Stack page of selected topic
['INFO ]2023-05-22 11:32:27,974(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user_click_to_select_topics_covered_on_stack_page
['INFO ]2023-05-22 11:32:28,230(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the  Stack of selected topic page
['INFO ]2023-05-22 11:32:28,236(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:32:29,592(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for stack topic and click run button
['INFO ]2023-05-22 11:32:29,607(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with the Run output for valid Python code and Message for for Stack Page
['ERROR]2023-05-22 11:32:30,264(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for stack topic and click run button
['WARN ]2023-05-22 11:32:30,279(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for Stack Page
['INFO ]2023-05-22 11:32:30,318(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Stack page of selected topic
['INFO ]2023-05-22 11:32:30,521(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user_click_to_select_topics_covered_on_stack_page
['INFO ]2023-05-22 11:32:30,773(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the  Stack of selected topic page
['INFO ]2023-05-22 11:32:30,778(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:32:32,140(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for stack topic and click run button
['INFO ]2023-05-22 11:32:32,155(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with the Run output for valid Python code and Message for for Stack Page
['ERROR]2023-05-22 11:32:32,828(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for stack topic and click run button
['WARN ]2023-05-22 11:32:32,860(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for Stack Page
['INFO ]2023-05-22 11:32:32,883(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Stack page of selected topic
['INFO ]2023-05-22 11:32:33,094(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Practice Questions Page on Stack Page
['INFO ]2023-05-22 11:32:33,100(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected to a Practice Questions Page of selected Stack Topic Page
['INFO ]2023-05-22 11:32:33,133(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The User is on practice page of Stack
['INFO ]2023-05-22 11:32:34,879(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-the user select_from_homepage_drop_down_menu
['INFO ]2023-05-22 11:32:36,620(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User will be navigated to Queue page
['INFO ]2023-05-22 11:32:36,899(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user_click_to_select_topics_covered_on_queue_page
['INFO ]2023-05-22 11:32:37,160(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the Queue of selected topic page
['INFO ]2023-05-22 11:32:37,166(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:32:39,547(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for Queue topic and click Run button
['INFO ]2023-05-22 11:32:39,584(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with the Run output for valid Python code and Message for for Queue Page
['ERROR]2023-05-22 11:32:39,854(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for Queue topic and click Run button
['WARN ]2023-05-22 11:32:39,880(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for Queue Page
['INFO ]2023-05-22 11:32:39,920(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Queue page of selected topic
['INFO ]2023-05-22 11:32:40,201(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user_click_to_select_topics_covered_on_queue_page
['INFO ]2023-05-22 11:32:40,498(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the Queue of selected topic page
['INFO ]2023-05-22 11:32:40,509(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:32:43,049(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for Queue topic and click Run button
['INFO ]2023-05-22 11:32:43,073(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with the Run output for valid Python code and Message for for Queue Page
['ERROR]2023-05-22 11:32:43,428(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for Queue topic and click Run button
['WARN ]2023-05-22 11:32:43,464(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for Queue Page
['INFO ]2023-05-22 11:32:43,503(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Queue page of selected topic
['INFO ]2023-05-22 11:32:43,788(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user_click_to_select_topics_covered_on_queue_page
['INFO ]2023-05-22 11:32:44,196(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the Queue of selected topic page
['INFO ]2023-05-22 11:32:44,212(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:32:46,718(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for Queue topic and click Run button
['INFO ]2023-05-22 11:32:46,744(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with the Run output for valid Python code and Message for for Queue Page
['ERROR]2023-05-22 11:32:47,066(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for Queue topic and click Run button
['WARN ]2023-05-22 11:32:47,094(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for Queue Page
['INFO ]2023-05-22 11:32:47,124(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Queue page of selected topic
['INFO ]2023-05-22 11:32:47,544(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user_click_to_select_topics_covered_on_queue_page
['INFO ]2023-05-22 11:32:48,021(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the Queue of selected topic page
['INFO ]2023-05-22 11:32:48,038(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:32:50,541(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for Queue topic and click Run button
['INFO ]2023-05-22 11:32:50,566(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with the Run output for valid Python code and Message for for Queue Page
['ERROR]2023-05-22 11:32:50,841(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for Queue topic and click Run button
['WARN ]2023-05-22 11:32:50,878(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for Queue Page
['INFO ]2023-05-22 11:32:50,962(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Queue page of selected topic
['INFO ]2023-05-22 11:32:51,341(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Practice Questions Page on Queue Page
['INFO ]2023-05-22 11:32:51,356(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected to a Practice Questions Page of selected Queue Topic Page
['INFO ]2023-05-22 11:32:51,519(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The User is on practice page of Queue
['INFO ]2023-05-22 11:32:53,346(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-the user select_from_homepage_drop_down_menu
['INFO ]2023-05-22 11:32:55,140(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User will be navigated to Tree page title as 'Tree'
['INFO ]2023-05-22 11:32:55,576(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks select topics covered on Tree page
['INFO ]2023-05-22 11:32:55,837(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the Tree of selected topic page
['INFO ]2023-05-22 11:32:55,842(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:32:58,153(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for Tree topic and click Run button
['INFO ]2023-05-22 11:32:58,169(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Message will be displayed for valid Python code on run Output with Valid Python code
['ERROR]2023-05-22 11:32:59,309(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for Tree topic and click Run button
['WARN ]2023-05-22 11:32:59,319(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for Tree Page
['INFO ]2023-05-22 11:32:59,343(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Tree page of selected topic
['INFO ]2023-05-22 11:32:59,619(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks select topics covered on Tree page
['INFO ]2023-05-22 11:32:59,883(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the Tree of selected topic page
['INFO ]2023-05-22 11:32:59,888(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:33:02,182(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for Tree topic and click Run button
['INFO ]2023-05-22 11:33:02,192(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Message will be displayed for valid Python code on run Output with Valid Python code
['ERROR]2023-05-22 11:33:03,323(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for Tree topic and click Run button
['WARN ]2023-05-22 11:33:03,333(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for Tree Page
['INFO ]2023-05-22 11:33:03,356(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Tree page of selected topic
['INFO ]2023-05-22 11:33:03,635(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks select topics covered on Tree page
['INFO ]2023-05-22 11:33:03,890(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the Tree of selected topic page
['INFO ]2023-05-22 11:33:03,895(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:33:06,194(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for Tree topic and click Run button
['INFO ]2023-05-22 11:33:06,211(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Message will be displayed for valid Python code on run Output with Valid Python code
['ERROR]2023-05-22 11:33:07,353(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for Tree topic and click Run button
['WARN ]2023-05-22 11:33:07,367(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for Tree Page
['INFO ]2023-05-22 11:33:07,386(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Tree page of selected topic
['INFO ]2023-05-22 11:33:07,849(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks select topics covered on Tree page
['INFO ]2023-05-22 11:33:08,108(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the Tree of selected topic page
['INFO ]2023-05-22 11:33:08,114(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:33:10,409(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for Tree topic and click Run button
['INFO ]2023-05-22 11:33:10,420(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Message will be displayed for valid Python code on run Output with Valid Python code
['ERROR]2023-05-22 11:33:11,550(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for Tree topic and click Run button
['WARN ]2023-05-22 11:33:11,563(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for Tree Page
['INFO ]2023-05-22 11:33:11,582(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Tree page of selected topic
['INFO ]2023-05-22 11:33:12,163(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks select topics covered on Tree page
['INFO ]2023-05-22 11:33:12,402(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the Tree of selected topic page
['INFO ]2023-05-22 11:33:12,406(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:33:14,752(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for Tree topic and click Run button
['INFO ]2023-05-22 11:33:14,767(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Message will be displayed for valid Python code on run Output with Valid Python code
